,WineID,WineName,WineryName,Country,Type,full_text
223,111624,Chablis,William Fèvre,France,White,Chablis by William Fèvre (France)
224,111641,Pinot Noir,Domaine de la Motte,France,Red,Pinot Noir by Domaine de la Motte (France)
225,111645,Haut-Médoc,Château Coufran,France,Red,Haut-Médoc by Château Coufran (France)
226,111648,Sancerre Les Baronnes Blanc,Henri Bourgeois,France,White,Sancerre Les Baronnes Blanc by Henri Bourgeois (France)
227,111657,Esprit Méditerranée Rosé,Château de Berne,France,Rosé,Esprit Méditerranée Rosé by Château de Berne (France)
228,111667,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Château Canon-La-Gaffelière,France,Red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) by Château Canon-La-Gaffelière (France)
229,111679,Côtes De Gascogne Classic,Domaine du Tariquet,France,White,Côtes De Gascogne Classic by Domaine du Tariquet (France)
230,111687,Emilien,Château le Puy,France,Red,Emilien by Château le Puy (France)
231,111692,Beaujolais,Louis Jadot,France,Red,Beaujolais by Louis Jadot (France)
232,111713,Corton-Charlemagne Grand Cru,Bonneau du Martray,France,White,Corton-Charlemagne Grand Cru by Bonneau du Martray (France)
233,111715,Bourgogne Pinot Noir (Vieilles Vignes),Albert Bichot,France,Red,Bourgogne Pinot Noir (Vieilles Vignes) by Albert Bichot (France)
234,111729,Saint-Estèphe,Château Le Crock,France,Red,Saint-Estèphe by Château Le Crock (France)
235,111740,Petit Chablis,William Fèvre,France,White,Petit Chablis by William Fèvre (France)
236,111755,Cahors Malbec,Clos La Coutale,France,Red,Cahors Malbec by Clos La Coutale (France)
237,111763,Bourgogne Chardonnay,Louis Latour,France,White,Bourgogne Chardonnay by Louis Latour (France)
238,111765,Bordeaux Rouge,Michel Lynch,France,Red,Bordeaux Rouge by Michel Lynch (France)
239,111773,Lacoste Borie Pauillac,Château Grand-Puy-Lacoste,France,Red,Lacoste Borie Pauillac by Château Grand-Puy-Lacoste (France)
240,111792,Sancerre Rouge Les Baronnes,Henri Bourgeois,France,Red,Sancerre Rouge Les Baronnes by Henri Bourgeois (France)
241,111803,Pouilly-Fuissé,Louis Latour,France,White,Pouilly-Fuissé by Louis Latour (France)
242,111829,Bordeaux,Tour de Mandelotte,France,Red,Bordeaux by Tour de Mandelotte (France)
243,111834,Chablis 'Champs Royaux',William Fèvre,France,White,Chablis 'Champs Royaux' by William Fèvre (France)
244,111845,Côtes de Bourg,Roc de Cambes,France,Red,Côtes de Bourg by Roc de Cambes (France)
245,111872,Bourgogne Pinot Noir (La Vignée),Bouchard Père & Fils,France,Red,Bourgogne Pinot Noir (La Vignée) by Bouchard Père & Fils (France)
246,111907,Malbec,Tussock Jumper,Argentina,Red,Malbec by Tussock Jumper (Argentina)
247,111927,Rare Vintage Brut Champagne,Veuve Clicquot,France,Sparkling,Rare Vintage Brut Champagne by Veuve Clicquot (France)
248,111932,Margaux (Grand Cru Classé),Château Marquis d'Alesme,France,Red,Margaux (Grand Cru Classé) by Château Marquis d'Alesme (France)
249,111951,Bordeaux,Les Portes de Bordeaux,France,Red,Bordeaux by Les Portes de Bordeaux (France)
250,111961,Saint-Émilion Grand Cru,Château de Fonbel,France,Red,Saint-Émilion Grand Cru by Château de Fonbel (France)
251,111967,Saint-Émilion Grand Cru (Grand Cru Classé),Château Barde-Haut,France,Red,Saint-Émilion Grand Cru (Grand Cru Classé) by Château Barde-Haut (France)
252,111973,Bourgogne Cuvée Latour,Louis Latour,France,Red,Bourgogne Cuvée Latour by Louis Latour (France)
253,111987,Margaux du Château Margaux,Château Margaux,France,Red,Margaux du Château Margaux by Château Margaux (France)
254,112001,Grande Réserve Sancerre Blanc,Henri Bourgeois,France,White,Grande Réserve Sancerre Blanc by Henri Bourgeois (France)
255,112010,Bordeaux Supérieur,Château de Ribebon,France,Red,Bordeaux Supérieur by Château de Ribebon (France)
256,112028,Brut Nature Silver Champagne Grand Cru 'Bouzy',Andre Clouet,France,Sparkling,Brut Nature Silver Champagne Grand Cru 'Bouzy' by Andre Clouet (France)
257,112039,Saint-Émilion Grand Cru,Château Peymouton,France,Red,Saint-Émilion Grand Cru by Château Peymouton (France)
258,112084,Oenothèque Brut Champagne,Dom Pérignon,France,Sparkling,Oenothèque Brut Champagne by Dom Pérignon (France)
259,112089,Graves,Clos Floridène,France,Red,Graves by Clos Floridène (France)
260,112094,Margaux (Grand Cru Classé),Château Boyd-Cantenac,France,Red,Margaux (Grand Cru Classé) by Château Boyd-Cantenac (France)
261,112125,Moulis-en-Médoc,Château Bel-Air Lagrave,France,Red,Moulis-en-Médoc by Château Bel-Air Lagrave (France)
262,112149,Bordeaux Sauvignon Blanc,Michel Lynch,France,White,Bordeaux Sauvignon Blanc by Michel Lynch (France)
263,112171,Sancerre Blanc,Comte Lafond,France,White,Sancerre Blanc by Comte Lafond (France)
264,112185,Rosé,Hampton Water,France,Rosé,Rosé by Hampton Water (France)
265,112201,Sauvignon de Seguin Bordeaux,Château de Seguin,France,White,Sauvignon de Seguin Bordeaux by Château de Seguin (France)
266,112229,Saint-Émilion Grand Cru (Grand Cru Classé),Château Laroze,France,Red,Saint-Émilion Grand Cru (Grand Cru Classé) by Château Laroze (France)
267,112237,Saint-Émilion Grand Cru (Grand Cru Classé),Château Yon-Figeac,France,Red,Saint-Émilion Grand Cru (Grand Cru Classé) by Château Yon-Figeac (France)
268,112243,Saint-Émilion Grand Cru,Château Grand Barrail Lamarzelle Figeac,France,Red,Saint-Émilion Grand Cru by Château Grand Barrail Lamarzelle Figeac (France)
269,112247,Fronsac,Château Dalem,France,Red,Fronsac by Château Dalem (France)
270,112251,Parfums de Vigne Bourgogne Chardonnay,Francois Martenot,France,White,Parfums de Vigne Bourgogne Chardonnay by Francois Martenot (France)
271,112255,Bourgogne Chardonnay,Francois Carillon,France,White,Bourgogne Chardonnay by Francois Carillon (France)
272,112341,L'Abeille de Fieuzal Pessac-Léognan,Château de Fieuzal,France,Red,L'Abeille de Fieuzal Pessac-Léognan by Château de Fieuzal (France)
273,112353,Saint-Émilion Grand Cru,Château Grand-Pey-Lescours,France,Red,Saint-Émilion Grand Cru by Château Grand-Pey-Lescours (France)
274,112381,Margaux,Château Monbrison,France,Red,Margaux by Château Monbrison (France)
275,112454,Pomerol,Château La Croix de Gay,France,Red,Pomerol by Château La Croix de Gay (France)
276,112483,Bordeaux,Château Pericou,France,Red,Bordeaux by Château Pericou (France)
277,112511,Pomerol,Château Certan de May,France,Red,Pomerol by Château Certan de May (France)
278,112526,Saint-Émilion Grand Cru,Château Haut-Segottes,France,Red,Saint-Émilion Grand Cru by Château Haut-Segottes (France)
279,112578,Gevrey-Chambertin,Claude Dugat,France,Red,Gevrey-Chambertin by Claude Dugat (France)
280,112582,Nocturne Champagne (Sec),Taittinger,France,Sparkling,Nocturne Champagne (Sec) by Taittinger (France)
281,112592,Saint-Émilion Grand Cru,Château Carteau,France,Red,Saint-Émilion Grand Cru by Château Carteau (France)
282,112596,Saint-Émilion Grand Cru,Château Lapelletrie,France,Red,Saint-Émilion Grand Cru by Château Lapelletrie (France)
283,112616,Les Cédres Châteauneuf-du-Pape,Paul Jaboulet Aîné,France,Red,Les Cédres Châteauneuf-du-Pape by Paul Jaboulet Aîné (France)
284,112641,Crémant de Bourgogne Brut,Francois Martenot,France,Sparkling,Crémant de Bourgogne Brut by Francois Martenot (France)
285,112664,Meursault Blanc,Domaine Coche-Dury,France,White,Meursault Blanc by Domaine Coche-Dury (France)
286,112689,Pessac-Léognan,Château Baret,France,Red,Pessac-Léognan by Château Baret (France)
287,112695,Saint-Émilion Grand Cru (Grand Cru Classé),Château Villemaurine,France,Red,Saint-Émilion Grand Cru (Grand Cru Classé) by Château Villemaurine (France)
288,112711,Sancerre La Bourgeoise Blanc,Henri Bourgeois,France,White,Sancerre La Bourgeoise Blanc by Henri Bourgeois (France)
289,112716,Les Menuts Saint-Émilion Grand Cru,Château La Grace Dieu-Les Menuts,France,Red,Les Menuts Saint-Émilion Grand Cru by Château La Grace Dieu-Les Menuts (France)
290,112727,Vacqueyras,Château des Tours,France,Red,Vacqueyras by Château des Tours (France)
291,112732,Bourgogne Pinot Noir,La Cave d'Augustin Florent,France,Red,Bourgogne Pinot Noir by La Cave d'Augustin Florent (France)
292,112756,Chardonnay Bourgogne Les Ursulines,Jean-Claude Boisset,France,White,Chardonnay Bourgogne Les Ursulines by Jean-Claude Boisset (France)
293,112777,Chablis Cellier de La Sablière,Louis Jadot,France,White,Chablis Cellier de La Sablière by Louis Jadot (France)
294,112790,Châteauneuf-du-Pape,Les Courlandes,France,Red,Châteauneuf-du-Pape by Les Courlandes (France)
295,112809,Réserve Spéciale Pauillac,Barons de Rothschild (Lafite),France,Red,Réserve Spéciale Pauillac by Barons de Rothschild (Lafite) (France)
296,112830,Rosé,Prophecy,France,Rosé,Rosé by Prophecy (France)
297,112834,Dom Ruinart Rosé Brut Champagne,Ruinart,France,Sparkling,Dom Ruinart Rosé Brut Champagne by Ruinart (France)
298,112861,Menetou-Salon Morogues Blanc,Henry Pellé,France,White,Menetou-Salon Morogues Blanc by Henry Pellé (France)
299,112862,Corbières,Château d’Aussières,France,Red,Corbières by Château d’Aussières (France)
300,112872,Crémant de Bourgogne Brut,Léonce Bocquet,France,Sparkling,Crémant de Bourgogne Brut by Léonce Bocquet (France)
301,112875,Vieille Vigne Gevrey-Chambertin,Domaine Fourrier,France,Red,Vieille Vigne Gevrey-Chambertin by Domaine Fourrier (France)
302,112879,Chablis,Domaine Nathalie et Gilles Fevre,France,White,Chablis by Domaine Nathalie et Gilles Fevre (France)
303,112923,La Reine Des Bois Châteauneuf-du-Pape,Domaine de la Mordorée,France,Red,La Reine Des Bois Châteauneuf-du-Pape by Domaine de la Mordorée (France)
304,112948,Francs-Côtes de Bordeaux,Château Marsau,France,Red,Francs-Côtes de Bordeaux by Château Marsau (France)
305,112950,Meursault Clos de la Barre,Domaine des Comtes Lafon,France,White,Meursault Clos de la Barre by Domaine des Comtes Lafon (France)
306,112963,Sauvignon Blanc Bordeaux,Dourthe N°1,France,White,Sauvignon Blanc Bordeaux by Dourthe N°1 (France)
307,112987,Gevrey-Chambertin,Lou Dumont,France,Red,Gevrey-Chambertin by Lou Dumont (France)
308,113011,Bourgogne Chardonnay,La Cave d'Augustin Florent,France,White,Bourgogne Chardonnay by La Cave d'Augustin Florent (France)
309,113050,Mercurey Premier Cru 'Clos Tonnerre',Michel Juillot,France,Red,Mercurey Premier Cru 'Clos Tonnerre' by Michel Juillot (France)
310,113095,Morgon,G. Descombes,France,Red,Morgon by G. Descombes (France)
311,113101,Viognier Secret de Famille,Paul Jaboulet Aîné,France,White,Viognier Secret de Famille by Paul Jaboulet Aîné (France)
312,113116,Caroline Graves,Château de Chantegrive,France,White,Caroline Graves by Château de Chantegrive (France)
313,113142,Bourgogne Pinot Noir,David Duband,France,Red,Bourgogne Pinot Noir by David Duband (France)
314,113154,Bourgogne Gamay,Louis Latour,France,Red,Bourgogne Gamay by Louis Latour (France)
315,113191,Caillou Blanc,Château Talbot,France,White,Caillou Blanc by Château Talbot (France)
316,113193,Listrac-Médoc,Château Ducluzeau,France,Red,Listrac-Médoc by Château Ducluzeau (France)
317,113211,Beaujolais Gamay,Barton & Guestier,France,Red,Beaujolais Gamay by Barton & Guestier (France)
318,113226,Les Monts Damnés Sancerre,Pascal Cotat,France,White,Les Monts Damnés Sancerre by Pascal Cotat (France)
319,113240,Chambolle-Musigny,Domaine Comte Georges de Vogüé,France,Red,Chambolle-Musigny by Domaine Comte Georges de Vogüé (France)
320,113265,Saint-Émilion Grand Cru,Château La Chapelle Aux Moines,France,Red,Saint-Émilion Grand Cru by Château La Chapelle Aux Moines (France)
321,113284,La Reserve d'Angludet,Château Angludet,France,Red,La Reserve d'Angludet by Château Angludet (France)
322,113288,Brut Champagne,Thienot,France,Sparkling,Brut Champagne by Thienot (France)
323,113321,V.O. Version Originale Blanc de Blancs Extra Brut Champagne Grand Cru,Jacques Selosse,France,Sparkling,V.O. Version Originale Blanc de Blancs Extra Brut Champagne Grand Cru by Jacques Selosse (France)
324,113332,Royal Brut Champagne Grand Cru,Pommery,France,Sparkling,Royal Brut Champagne Grand Cru by Pommery (France)
325,113344,Pure Extra Brut Champagne,Pol Roger,France,Sparkling,Pure Extra Brut Champagne by Pol Roger (France)
326,113421,Chablis,Domaine Laurent Tribut,France,White,Chablis by Domaine Laurent Tribut (France)
327,113452,Les Boucauds Sancerre Blanc,Claude Riffault,France,White,Les Boucauds Sancerre Blanc by Claude Riffault (France)
328,113462,Bourgogne Aligoté,La Cave d'Augustin Florent,France,White,Bourgogne Aligoté by La Cave d'Augustin Florent (France)
329,113489,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly',Lenoble,France,Sparkling,Blanc de Blancs Brut Champagne Grand Cru 'Chouilly' by Lenoble (France)
330,113600,Blanc de Blancs Brut Champagne,Drappier,France,Sparkling,Blanc de Blancs Brut Champagne by Drappier (France)
331,113638,Grande Réserve Côtes de Provence Rosé,Château Reillanne,France,Rosé,Grande Réserve Côtes de Provence Rosé by Château Reillanne (France)
332,113690,Crémant d'Alsace Cuvée Julien Brut,Dopff au Moulin,France,Sparkling,Crémant d'Alsace Cuvée Julien Brut by Dopff au Moulin (France)
333,113695,Sauternes (Grand Cru Classé),Château Lamothe Guignard,France,Dessert,Sauternes (Grand Cru Classé) by Château Lamothe Guignard (France)
334,113730,Pommard Premier Cru 'Grand Clos des Épenots',Domaine de Courcel,France,Red,Pommard Premier Cru 'Grand Clos des Épenots' by Domaine de Courcel (France)
335,113754,Tempranillo,Tussock Jumper,Spain,Red,Tempranillo by Tussock Jumper (Spain)
336,113811,Crémant de Loire Brut,Lacheteau,France,Sparkling,Crémant de Loire Brut by Lacheteau (France)
337,113913,Blanc de Blancs Extra Brut Champagne Grand Cru 'Le Mesnil-sur-Oger',Pierre Peters,France,Sparkling,Blanc de Blancs Extra Brut Champagne Grand Cru 'Le Mesnil-sur-Oger' by Pierre Peters (France)
338,113916,Crémant de Loire Brut,De Chanceny,France,Sparkling,Crémant de Loire Brut by De Chanceny (France)
339,114025,Rosé,La Belle Angèle,France,Rosé,Rosé by La Belle Angèle (France)
340,114265,Côtes de Provence Rosé,Château La Tour de l'Évêque,France,Rosé,Côtes de Provence Rosé by Château La Tour de l'Évêque (France)
341,114325,Côtes de Provence Rosé,VieVité,France,Rosé,Côtes de Provence Rosé by VieVité (France)
342,114606,Blanc de Blancs Millésime Prestige Brut Champagne Grand Cru,Duval-Leroy,France,Sparkling,Blanc de Blancs Millésime Prestige Brut Champagne Grand Cru by Duval-Leroy (France)
343,114717,Coteaux d'Aix-en-Provence Rosé,Moonlight & Roses,France,Rosé,Coteaux d'Aix-en-Provence Rosé by Moonlight & Roses (France)
344,114932,Organic Monastrell,Tussock Jumper,Spain,Red,Organic Monastrell by Tussock Jumper (Spain)
345,114973,Sancerre Les Baronnes Rosé,Henri Bourgeois,France,Rosé,Sancerre Les Baronnes Rosé by Henri Bourgeois (France)
346,115171,Pessac-Léognan,Château Pontet-Caillou,France,Red,Pessac-Léognan by Château Pontet-Caillou (France)
347,115267,Brut (Blanc de Blancs),Pol Clément,France,Sparkling,Brut (Blanc de Blancs) by Pol Clément (France)
348,115365,Les Folies de la Marquetterie Champagne,Taittinger,France,Sparkling,Les Folies de la Marquetterie Champagne by Taittinger (France)
349,115628,Grande Reserve Brut Champagne Premier Cru,J.M. Gobillard & Fils,France,Sparkling,Grande Reserve Brut Champagne Premier Cru by J.M. Gobillard & Fils (France)
350,115984,Comtesse Marie de France Brut Millésime Champagne Grand Cru 'Bouzy',Paul Bara,France,Sparkling,Comtesse Marie de France Brut Millésime Champagne Grand Cru 'Bouzy' by Paul Bara (France)
351,116149,Grande Réserve Brut Champagne,Vranken,France,Sparkling,Grande Réserve Brut Champagne by Vranken (France)
352,116213,Grande Cuvée Brut Rosé,Le Grand Courtâge,France,Sparkling,Grande Cuvée Brut Rosé by Le Grand Courtâge (France)
353,116266,Blason de France Champagne,Perrier-Jouët,France,Sparkling,Blason de France Champagne by Perrier-Jouët (France)
354,116418,Château Chemin Royal Moulis-en-Médoc,Château Fonréaud,France,Red,Château Chemin Royal Moulis-en-Médoc by Château Fonréaud (France)
355,116893,Grande Cuvée Blanc de Blancs Brut,Le Grand Courtâge,France,Sparkling,Grande Cuvée Blanc de Blancs Brut by Le Grand Courtâge (France)
356,116995,Cuvée des Grands Vintages Brut Champagne Grand Cru 'Ambonnay',Eric Rodez,France,Sparkling,Cuvée des Grands Vintages Brut Champagne Grand Cru 'Ambonnay' by Eric Rodez (France)
357,117009,Santenay Rouge,Louis Latour,France,Red,Santenay Rouge by Louis Latour (France)
358,118457,Fleurie La Madone,Albert Bichot,France,Red,Fleurie La Madone by Albert Bichot (France)
359,118927,Nuits-St-Georges Les Plateaux,Mongeard-Mugneret,France,Red,Nuits-St-Georges Les Plateaux by Mongeard-Mugneret (France)
360,119803,Cinsault-Grenache Rosé,La Francette,France,Rosé,Cinsault-Grenache Rosé by La Francette (France)
361,120737,Les Dessous des Dentelles,Château La Croix des Pins,France,Red,Les Dessous des Dentelles by Château La Croix des Pins (France)
362,122630,Sine Nomine,Gérard Depardieu,Spain,Red,Sine Nomine by Gérard Depardieu (Spain)
363,125387,Libre Edición Especial,Jean Biecher,Spain,Red,Libre Edición Especial by Jean Biecher (Spain)
364,125678,Les Fuées Chambolle-Musigny 1er Cru,Domaine Faiveley,France,Red,Les Fuées Chambolle-Musigny 1er Cru by Domaine Faiveley (France)
365,126285,Lou Mansengou,Domaine Larroudé,France,Dessert,Lou Mansengou by Domaine Larroudé (France)
366,126510,Cabardès Rosé,Château Jouclary,France,Rosé,Cabardès Rosé by Château Jouclary (France)
367,127658,Marc d'Alsace Riesling,Gerard Schueller,France,Dessert,Marc d'Alsace Riesling by Gerard Schueller (France)
368,128544,Chablis 1er Cru 'Montmains',J. Moreau & Fils,France,White,Chablis 1er Cru 'Montmains' by J. Moreau & Fils (France)
369,131656,Bobal Tierra de Castilla,Ivan Barbic MW,Spain,Red,Bobal Tierra de Castilla by Ivan Barbic MW (Spain)
370,131787,Alegria de Hérencia del Padrí Priorat,Bernard Magrez,Spain,Red,Alegria de Hérencia del Padrí Priorat by Bernard Magrez (Spain)
371,132977,Bandol Cuvée Spéciale La Louffe,Domaine Tempier,France,Red,Bandol Cuvée Spéciale La Louffe by Domaine Tempier (France)
372,133447,Meursault 1er Cru 'La Pièce Sous Le Bois',Demessey,France,White,Meursault 1er Cru 'La Pièce Sous Le Bois' by Demessey (France)
373,135859,Barbaresco,Produttori del Barbaresco,Italy,Red,Barbaresco by Produttori del Barbaresco (Italy)
374,135860,Brunello di Montalcino,Tenuta Il Poggione,Italy,Red,Brunello di Montalcino by Tenuta Il Poggione (Italy)
375,135861,Pinot Grigio Valdadige,Santa Margherita,Italy,White,Pinot Grigio Valdadige by Santa Margherita (Italy)
376,135867,Le Difese,Tenuta San Guido,Italy,Red,Le Difese by Tenuta San Guido (Italy)
377,135871,Barolo Marcenasco,Renato Ratti,Italy,Red,Barolo Marcenasco by Renato Ratti (Italy)
378,135885,Barolo (Tradizione),Marchesi di Barolo,Italy,Red,Barolo (Tradizione) by Marchesi di Barolo (Italy)
379,135893,12 e Mezzo Primitivo del Salento,Varvaglione,Italy,Red,12 e Mezzo Primitivo del Salento by Varvaglione (Italy)
380,135922,Rosso,Monte Antico,Italy,Red,Rosso by Monte Antico (Italy)
381,135962,Tupungato Passo Doble Malbec-Corvina,Masi,Argentina,Red,Tupungato Passo Doble Malbec-Corvina by Masi (Argentina)
382,135982,Brunello di Montalcino,Camigliano,Italy,Red,Brunello di Montalcino by Camigliano (Italy)
383,136054,Perlé,Ferrari,Italy,Sparkling,Perlé by Ferrari (Italy)
384,136136,Kurni Marche,Oasi degli Angeli,Italy,Red,Kurni Marche by Oasi degli Angeli (Italy)
385,136180,Prosecco,Ruffino,Italy,Sparkling,Prosecco by Ruffino (Italy)
386,136233,Toscana,Villa Puccini,Italy,Red,Toscana by Villa Puccini (Italy)
387,136246,Pinot Grigio Alto Adige,Santa Margherita,Italy,White,Pinot Grigio Alto Adige by Santa Margherita (Italy)
388,136522,Barbera d'Alba Superiore,Palladino,Italy,Red,Barbera d'Alba Superiore by Palladino (Italy)
389,136646,Valpolicella Classico Superiore,Domini Veneti,Italy,Red,Valpolicella Classico Superiore by Domini Veneti (Italy)
390,136668,Rosso di Valtellina,ARPEPE,Italy,Red,Rosso di Valtellina by ARPEPE (Italy)
391,136825,Gaia & Rey Langhe,Gaja,Italy,White,Gaia & Rey Langhe by Gaja (Italy)
392,136932,Chianti Riserva,Grifone,Italy,Red,Chianti Riserva by Grifone (Italy)
393,136982,Prosecco,Gancia,Italy,Sparkling,Prosecco by Gancia (Italy)
394,137010,Brunello di Montalcino,La Lecciaia,Italy,Red,Brunello di Montalcino by La Lecciaia (Italy)
395,137015,Valpolicella Ripasso Superiore,Montigoli,Italy,Red,Valpolicella Ripasso Superiore by Montigoli (Italy)
396,137060,Susumaniello,Li Veli,Italy,Red,Susumaniello by Li Veli (Italy)
397,137062,Gavi,La Battistina,Italy,White,Gavi by La Battistina (Italy)
398,137103,Pinot Grigio,Attems,Italy,White,Pinot Grigio by Attems (Italy)
399,137143,Brunello di Montalcino,Verbena,Italy,Red,Brunello di Montalcino by Verbena (Italy)
400,137224,Brunello di Montalcino,Salvioni,Italy,Red,Brunello di Montalcino by Salvioni (Italy)
401,137457,Serra Dei Turchi Barolo,San Silvestro,Italy,Red,Serra Dei Turchi Barolo by San Silvestro (Italy)
402,137763,Barbera,San Silvestro,Italy,Red,Barbera by San Silvestro (Italy)
403,137893,Graticciaia,Vallone,Italy,Red,Graticciaia by Vallone (Italy)
404,137905,Chianti Colli Senesi,Geografico,Italy,Red,Chianti Colli Senesi by Geografico (Italy)
405,137907,Valdobbiadene Prosecco Superiore Extra Dry,Cantina Produttori di Valdobbiadene-Ca'Val,Italy,Sparkling,Valdobbiadene Prosecco Superiore Extra Dry by Cantina Produttori di Valdobbiadene-Ca'Val (Italy)
406,137981,Lambrusco dell'Emilia Rosso,Fratelli Cella,Italy,Sparkling,Lambrusco dell'Emilia Rosso by Fratelli Cella (Italy)
407,138040,Chianti,Villa di Campobello,Italy,Red,Chianti by Villa di Campobello (Italy)
408,138069,Amarone della Valpolicella,Roccolo Grassi,Italy,Red,Amarone della Valpolicella by Roccolo Grassi (Italy)
409,138071,Toscana Casamatta Bianco,Bibi Graetz,Italy,White,Toscana Casamatta Bianco by Bibi Graetz (Italy)
410,138096,Domiziano Negroamaro del Salento,Cantine due Palme,Italy,Red,Domiziano Negroamaro del Salento by Cantine due Palme (Italy)
411,138128,Angelin Langhe Nebbiolo,Angelo Negro,Italy,Red,Angelin Langhe Nebbiolo by Angelo Negro (Italy)
412,138299,Rosato,Enzo Bartoli,Italy,Rosé,Rosato by Enzo Bartoli (Italy)
413,138409,Arborina Barolo,Elio Altare,Italy,Red,Arborina Barolo by Elio Altare (Italy)
414,138475,Duemani Cabernet Franc,Duemani,Italy,Red,Duemani Cabernet Franc by Duemani (Italy)
415,138479,Winemaker's Collection Montepulciano d'Abruzzo,Zonin,Italy,Red,Winemaker's Collection Montepulciano d'Abruzzo by Zonin (Italy)
416,138538,Piodilei Chardonnay,Pio Cesare,Italy,White,Piodilei Chardonnay by Pio Cesare (Italy)
417,138622,Ricarico Prestige Cuvée,Giordano,Italy,Red,Ricarico Prestige Cuvée by Giordano (Italy)
418,138625,Nicolon Barbera d'Alba,Angelo Negro,Italy,Red,Nicolon Barbera d'Alba by Angelo Negro (Italy)
419,138765,Langhe Nebbiolo,Cascina Ballarin,Italy,Red,Langhe Nebbiolo by Cascina Ballarin (Italy)
420,138829,Vin Santo del Chianti Classico,Fèlsina,Italy,Dessert,Vin Santo del Chianti Classico by Fèlsina (Italy)
421,139162,Organico Sangiovese,Tavernello,Italy,Red,Organico Sangiovese by Tavernello (Italy)
422,139210,Al Poggio Chardonnay di Toscana,Castello di Ama,Italy,White,Al Poggio Chardonnay di Toscana by Castello di Ama (Italy)
423,139340,Moncalvina Moscato d'Asti 'Canelli',Coppo,Italy,Sparkling,Moncalvina Moscato d'Asti 'Canelli' by Coppo (Italy)
424,139384,Barolo Arborina,Mauro Veglio,Italy,Red,Barolo Arborina by Mauro Veglio (Italy)
425,139388,Gabbiano Pinot Grigio,Cavaliere d'Oro,Italy,White,Gabbiano Pinot Grigio by Cavaliere d'Oro (Italy)
426,139618,Chianti Colli Senesi,Medici Riccardi,Italy,Red,Chianti Colli Senesi by Medici Riccardi (Italy)
427,139693,Zinfandel,Masseria Trajone,Italy,Red,Zinfandel by Masseria Trajone (Italy)
428,139770,Pinot Noir,Cassal del Ronco,Italy,Red,Pinot Noir by Cassal del Ronco (Italy)
429,139913,Valpolicella Ripasso,Albino Armani,Italy,Red,Valpolicella Ripasso by Albino Armani (Italy)
430,140010,Rosso di Montalcino,Salvioni,Italy,Red,Rosso di Montalcino by Salvioni (Italy)
431,140114,La Primavera in Rosa Rosé Italia,Grande Alberone,Italy,Rosé,La Primavera in Rosa Rosé Italia by Grande Alberone (Italy)
432,140140,Barolo,Covalli,Italy,Red,Barolo by Covalli (Italy)
433,140147,Orvieto Classico,Bonacchi,Italy,White,Orvieto Classico by Bonacchi (Italy)
434,140262,Müller Thurgau Alto Adige,Kettmeir,Italy,White,Müller Thurgau Alto Adige by Kettmeir (Italy)
435,140273,Vigneto Bellavista Chianti Classico,Castello di Ama,Italy,Red,Vigneto Bellavista Chianti Classico by Castello di Ama (Italy)
436,140410,Collection Merlot,Cavit,Italy,Red,Collection Merlot by Cavit (Italy)
437,140422,Greco di Tufo,Villa Raiano,Italy,White,Greco di Tufo by Villa Raiano (Italy)
438,140694,Lodai Maremma Toscana,Fertuna,Italy,Red,Lodai Maremma Toscana by Fertuna (Italy)
439,140773,Moscato d'Asti,Manfredi,Italy,Sparkling,Moscato d'Asti by Manfredi (Italy)
440,140817,Barbera d'Asti,Il Pozzo,Italy,Red,Barbera d'Asti by Il Pozzo (Italy)
441,140819,Cannubi San Lorenzo-Ravera Barolo,Giuseppe Rinaldi,Italy,Red,Cannubi San Lorenzo-Ravera Barolo by Giuseppe Rinaldi (Italy)
442,140831,Barbera d’Alba Pilade,Cascina Ballarin,Italy,Red,Barbera d’Alba Pilade by Cascina Ballarin (Italy)
443,140962,Riserva Prêt-A-Porter,Bottega,Italy,Red,Riserva Prêt-A-Porter by Bottega (Italy)
444,141176,Etna Santo Spirito Bianco,Tenuta delle Terre Nere,Italy,White,Etna Santo Spirito Bianco by Tenuta delle Terre Nere (Italy)
445,141193,Brachetto d'Acqui,Il Falchetto,Italy,Sparkling,Brachetto d'Acqui by Il Falchetto (Italy)
446,141236,Messiio Maremma Toscana,Fertuna,Italy,Red,Messiio Maremma Toscana by Fertuna (Italy)
447,141426,Lagrein,Kössler,Italy,Red,Lagrein by Kössler (Italy)
448,141462,Toscana Gratius,Il Molino di Grace,Italy,Red,Toscana Gratius by Il Molino di Grace (Italy)
449,141586,Nobbio Barbera d'Asti,Roberto Ferraris,Italy,Red,Nobbio Barbera d'Asti by Roberto Ferraris (Italy)
450,141799,Barolo Vigneto Cannubi,Comm. G.B. Burlotto,Italy,Red,Barolo Vigneto Cannubi by Comm. G.B. Burlotto (Italy)
451,141805,Perlé Nero,Ferrari,Italy,Sparkling,Perlé Nero by Ferrari (Italy)
452,141829,Langhe Rosato,Trediberri,Italy,Rosé,Langhe Rosato by Trediberri (Italy)
453,141869,101 Moscato d'Asti,Ca’ del Baio,Italy,Sparkling,101 Moscato d'Asti by Ca’ del Baio (Italy)
